关键词,价格区间,地址,排名方式,店铺旺旺,宝贝标题,宝贝链接,宝贝id,宝贝价格,宝贝销量,在线人数,标题排除内容
鞋,-,发货地,综合排序,jxueyan,2017春季新款儿童鞋女童英伦小皮鞋方扣亮皮单鞋休闲平底公主,https://item.taobao.com/item.htm?id=544384148104&ns=1&abbucket=11#detail,544384148104,85.00,227,63,花花公子;安踏
鞋,-,发货地,综合排序,咔咔猪520,彪马PUMA男鞋板鞋 2017新款运动休闲女鞋低帮百搭小白35672222,https://item.taobao.com/item.htm?id=546359896610&ns=1&abbucket=11#detail,546359896610,329.00,52,401,花花公子;安踏
鞋,-,发货地,综合排序,millies妙丽旗舰店,聚millies/妙丽新款厚底网面运动鞋女女鞋（多色可选）LC430AM6,https://detail.tmall.com/item.htm?id=543464655966&ns=1&abbucket=11,543464655966,538.00,38,75,花花公子;安踏
鞋,-,发货地,综合排序,卡文鞋类旗舰店,【清仓】cover/卡文 哈森旗下反绒英伦潮流系带板鞋休闲CA34132,https://detail.tmall.com/item.htm?id=35591832932&ns=1&abbucket=11,35591832932,99.00,343,119,花花公子;安踏
鞋,-,发货地,综合排序,linmianlm,坡跟凉鞋女夏2017新款高跟防水台厚底松糕韩版百搭真皮女,https://item.taobao.com/item.htm?id=544863453208&ns=1&abbucket=11#detail,544863453208,88.00,163,318,花花公子;安踏
鞋,-,发货地,综合排序,gracegift旗舰店,Grace gift甜美可爱兔子鞋平底鞋女休闲鞋百搭单鞋舒适乐福女,https://detail.tmall.com/item.htm?id=544741972400&ns=1&abbucket=11,544741972400,259.00,102,169,花花公子;安踏
鞋,-,发货地,综合排序,小妹表酱紫,SF代购男鞋春季潮鞋2017新款 韩版 百搭纯色黑色系带低帮男士潮,https://item.taobao.com/item.htm?id=545057688291&ns=1&abbucket=11#detail,545057688291,368.00,32,87,花花公子;安踏
鞋,-,发货地,综合排序,第2眼男人,2017春新款女鞋单鞋8高跟鞋一字扣带圆头浅口绸缎韩版复古中空,https://item.taobao.com/item.htm?id=544655723627&ns=1&abbucket=11#detail,544655723627,103.00,103,127,花花公子;安踏
鞋,-,发货地,综合排序,skechers童鞋旗舰店,Skechers斯凯奇新款男童鞋 透气疏水洞洞鞋 夏季休闲凉鞋92113,https://detail.tmall.com/item.htm?id=545306654475&ns=1&abbucket=11,545306654475,159.00,246,128,花花公子;安踏
鞋,-,发货地,综合排序,liyi88913,韩版厚底拖鞋一字防滑沙滩室内室外拖鞋休闲夏季新款防滑卡通居家,https://item.taobao.com/item.htm?id=545409253447&ns=1&abbucket=11#detail,545409253447,15.90,83,115,花花公子;安踏
鞋,-,发货地,综合排序,青衣舞女,英伦百搭舒适复古系绑带平底鞋黑色全真小牛皮绅士圆头平底女单,https://item.taobao.com/item.htm?id=4326182965&ns=1&abbucket=11#detail,4326182965,158.00,72,69,花花公子;安踏
鞋,-,发货地,综合排序,美司邦达旗舰店,2017新款男士休闲运动鞋男鞋潮流韩版学生板鞋透气跑步子男春季,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1377011622&k=473&e=HzrdbjhXy5hcKWWqSEEUUDiL2e1yoSANqqpn2eNugYPLfVTcwSj%2F%2FkDoDsXGkMpT%2BC5jo1wPd3MTEjYbWUJPhdtlStVzJxH8R4fckOFFqkUw8R8livfR%2FL7mNY9wp3bQI0h1kNw0VzP%2BNfGWG4f9W7aKh26UFfqBzVAsDt8HgiJyntJxsViypLIxFqJkRh8PrBY2p1aXX4dl7cMpe7C2soN8dAYbg%2F4X8Wtd2FVZsgapLnQwWv3pvU1mim7NsyzbJp83FWhmCGIIBXzBjwUwA1bamWfjhl%2F8%2B3eHzgpheC8iFV6QKXd2tp5XJYDOWmTqGa3J8TECh6y7Fl536HEbxx6%2BtHT3bhytp3dAz2yCffhB9vDX0Ig7wsndslG2uwvw8L320rGeXWIEawhkmJeBm7S5JWVjZazLxgzBgmyk3NwF1IzcFJXy3cr7QUTnhqlGkpOqPDDpcEdUlTlcCWyTag%3D%3D,543375712656,39.90,33903,1329,花花公子;安踏
鞋,-,发货地,综合排序,小天天宝,小白鞋女2017新款系带白色帆布鞋女韩版休闲鞋百搭平底学生板潮,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1377011622&k=461&e=9ryXP%2FkRtbxcKWWqSEEUUDiL2e1yoSANqqpn2eNugYPLfVTcwSj%2F%2FkDoDsXGkMpT%2BC5jo1wPd3MNIU%2Ftxctjt98KSD9e0xJkX%2BMY381mcHww8R8livfR%2FL7mNY9wp3bQI0h1kNw0VzP%2BNfGWG4f9W7aKh26UFfqBzVAsDt8HgiJyntJxsViypLIxFqJkRh8PrBY2p1aXX4dl7cMpe7C2soN8dAYbg%2F4X8Wtd2FVZsgapLnQwWv3pvVTquDanejjnYYUndWtESDv5NN%2BKKoQiNrnvCpIjq0JsaY7at4gUurFhdI5jEF30osvTSu07%2BjGjgNBAu5uqp2IhJ1HgQVzcxQjZveG99Np23Vda1whXp96DtRJgpojDJqbV5fUAd6hgf%2BITQOlLWVFlwDJvzv%2BpHJNt7DjNHq6dEymHbRxSwpoiZTWyeIWfEqjZEQxf7Tr3raQPNzLxQoo%3D#detail,542990660754,55.80,4937,366,花花公子;安踏
鞋,-,发货地,综合排序,ben7788,大丫丫大码女鞋41-43平底单鞋春秋牛皮浅口小怪兽尖头铆钉53663,https://item.taobao.com/item.htm?id=545610575921&ns=1&abbucket=11#detail,545610575921,208.00,81,79,花花公子;安踏
鞋,-,发货地,综合排序,速度基情99,耐克男鞋AIR MAX 2017全掌气垫休闲跑鞋轻便女鞋运动跑步849559,https://item.taobao.com/item.htm?id=546435235773&ns=1&abbucket=11#detail,546435235773,178.00,40,1880,花花公子;安踏
鞋,-,发货地,综合排序,美丽一生meilea,ROZO春季复古一脚蹬磨砂皮厚底松糕鞋乐福鞋内增高女坡跟单,https://item.taobao.com/item.htm?id=524225105043&ns=1&abbucket=11#detail,524225105043,128.00,58,55,花花公子;安踏
鞋,-,发货地,综合排序,艾斯陌微,2017春季新款圆头奶奶鞋玛丽珍鞋复古单鞋平跟一字扣孕妇真皮女,https://item.taobao.com/item.htm?id=544858465221&ns=1&abbucket=11#detail,544858465221,99.00,43,211,花花公子;安踏
鞋,-,发货地,综合排序,风那图旗舰店,风那图坡跟凉鞋女夏2017新款真皮丁字女鞋厚底编织夏季休闲妈妈,https://detail.tmall.com/item.htm?id=544506136014&ns=1&abbucket=11,544506136014,188.00,99,293,花花公子;安踏
鞋,-,发货地,综合排序,浓烈奢华志,欧洲站2017春新款女鞋真皮厚底松糕鞋坡跟内增高单鞋女系带休闲,https://item.taobao.com/item.htm?id=544383148703&ns=1&abbucket=11#detail,544383148703,459.00,51,119,花花公子;安踏
鞋,-,发货地,综合排序,小神不说,New Balance/NB 女鞋复古运动鞋休闲慢跑步鞋玫瑰金WL574CHC/CHD,https://item.taobao.com/item.htm?id=544154531822&ns=1&abbucket=11#detail,544154531822,439.00,94,123,花花公子;安踏
鞋,-,发货地,综合排序,良初童鞋品牌店,绅士系 TOTAL正品婴儿鞋 软底宝宝鞋男秋款防滑婴儿学步 休闲,https://item.taobao.com/item.htm?id=521550162469&ns=1&abbucket=11#detail,521550162469,38.00,115,60,花花公子;安踏
鞋,-,发货地,综合排序,秦正母婴专营店,迪士尼童鞋2017春季小海马儿童运动鞋男女童毛毛虫学步跑步,https://detail.tmall.com/item.htm?id=539153648999&ns=1&abbucket=11,539153648999,118.00,153,301,花花公子;安踏
鞋,-,发货地,综合排序,丁514550793,韩国代购女鞋2017春季新款亮片松糕底厚底休闲鞋运动女韩版单,https://item.taobao.com/item.htm?id=543514412866&ns=1&abbucket=11#detail,543514412866,149.00,118,105,花花公子;安踏
鞋,-,发货地,综合排序,毛菇小象,MG小象方头奶奶鞋方跟平底复古皮带扣单鞋浅口pu皮百搭包头休闲,https://item.taobao.com/item.htm?id=545984381062&ns=1&abbucket=11#detail,545984381062,149.00,147,82,花花公子;安踏
鞋,-,发货地,综合排序,双星名人青岛专卖,双星运动鞋男 春款网面透气跑步鞋轻便舒适情侣款休闲运动女,https://detail.tmall.com/item.htm?id=45412254715&ns=1&abbucket=11,45412254715,79.00,84,73,花花公子;安踏
鞋,-,发货地,综合排序,意尔康皮鞋旗舰店,意尔康女鞋2017春季新款时尚粗跟尖头女单一字式扣带真皮浅口单,https://detail.tmall.com/item.htm?id=545480776860&ns=1&abbucket=11,545480776860,269.00,119,76,花花公子;安踏
鞋,-,发货地,综合排序,gm327633031,VARY鞋铺春款珍珠复古绑带羊皮反绒方头中跟粗跟高跟玛丽珍单,https://item.taobao.com/item.htm?id=526217563196&ns=1&abbucket=11#detail,526217563196,199.00,58,78,花花公子;安踏
鞋,-,发货地,综合排序,辉煌一生king,17春秋韩版英伦尖头系带男鞋潮时尚商务休闲皮鞋男士正装子男,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1120628340&k=461&e=5D9rNMsO1fEkUSepuFpJ7PZAiuXdbh5KcLVwFr%2BnibBbJdPQ6KdqCqHE1iBwwqu3G9YHM%2BSkH6I2IbcLcCzTvJKcabmjpdxfwZG4Pyi4joBjhqeRF1fb7ai%2B0HZsANfpjgIgmQpOqReovlrC1YsWAazGQS7tBBMD3W6zsX74V8tRX2pk%2FXcNiflIe705A5VVSz%2FDNNbrsBw0quPEDHHknOXUrYhFJx9i2pQ7wQDe4hD0QCcSCt42HWq9dhe%2Bb6pgaw0yCr7n%2BW16TawJgUoL5CNvnV7F5mR2GrpedUTLG11LZCPcWcz6kPicjnduSviF%2ByDPxu20b%2FQd8fZP0K9DrBRQvkE%2BXWIDO37NM3%2FIbDyYjiab%2FUMFqy%2BQ5QgK84xBZsSvaPp86yQKHJ5A9g5U7%2BP42uJK%2BgQbiiHcKmnRICsSwz2kUFhz1awufdL5wpYzoX2soAS7yyo%3D#detail,541407104494,128.00,458,94,花花公子;安踏
鞋,-,发货地,综合排序,意尔康皮鞋旗舰店,意尔康女鞋2017春季新款时尚羊皮浅口尖头优雅高跟女士中空单女,https://detail.tmall.com/item.htm?id=545480380624&ns=1&abbucket=11,545480380624,269.00,98,63,花花公子;安踏
鞋,-,发货地,综合排序,puma官方店,PUMA/彪马 Blaze 男女款 休闲鞋 362510,https://detail.tmall.com/item.htm?id=544129505142&ns=1&abbucket=11,544129505142,839.00,91,145,花花公子;安踏
鞋,-,发货地,综合排序,骆驼户外官方旗舰店,【2017新品】骆驼运动跑鞋 男女轻便透气耐磨运动鞋休闲跑步,https://detail.tmall.com/item.htm?id=543856025998&ns=1&abbucket=11,543856025998,189.00,86,52,花花公子;安踏
鞋,-,发货地,综合排序,张泰然99,包邮春秋新款超高跟OL单鞋浅口防水台细跟优雅淑女性感罗马女子,https://item.taobao.com/item.htm?id=527021660046&ns=1&abbucket=11#detail,527021660046,79.00,96,95,花花公子;安踏
鞋,-,发货地,综合排序,spartoo海外旗舰店,Adidas/阿迪达斯SUPERSTAR三叶草贝壳头男女运动休闲板C77124,https://detail.tmall.com/item.htm?id=543277281467&ns=1&abbucket=11,543277281467,618.00,57,87,花花公子;安踏
鞋,-,发货地,综合排序,kidsource601童装旗舰店,adidas阿迪达斯童鞋2017春新款女婴童学步鞋儿童休闲运动BA9556,https://detail.tmall.com/item.htm?id=543582066883&ns=1&abbucket=11,543582066883,224.00,51,52,花花公子;安踏
鞋,-,发货地,综合排序,麦子sasa2008,儿童休闲鞋2017春秋新款童鞋男童中帮弹力靴韩版女童运动套脚潮,https://item.taobao.com/item.htm?id=545954184615&ns=1&abbucket=11#detail,545954184615,89.00,224,337,花花公子;安踏
鞋,-,发货地,综合排序,张道伟709668072,韩版小白鞋女厚底运动鞋板鞋百搭春季单鞋女鞋2017新款学生子女,https://item.taobao.com/item.htm?id=545639610035&ns=1&abbucket=11#detail,545639610035,58.00,880,345,花花公子;安踏
鞋,-,发货地,综合排序,友姑姑厂家直销,2017春季新款单鞋厚底小白鞋女系带韩版百搭学生平底休闲运动板,https://item.taobao.com/item.htm?id=546395633626&ns=1&abbucket=11#detail,546395633626,58.80,76,323,花花公子;安踏
鞋,-,发货地,综合排序,irelia1120,英伦风女鞋布洛克单鞋平底学院风系带圆头牛津鞋透明2017春新款,https://item.taobao.com/item.htm?id=545184993263&ns=1&abbucket=11#detail,545184993263,168.00,63,89,花花公子;安踏
鞋,-,发货地,综合排序,zwjs_girl2010,2017秀时刻春款真皮系带撞色休闲鞋平底百搭厚底女舒适单潮,https://item.taobao.com/item.htm?id=543833208758&ns=1&abbucket=11#detail,543833208758,148.00,97,52,花花公子;安踏
鞋,-,发货地,综合排序,shenen_008,上引运动 ASICS GEL CUMULUS 18 缓冲男跑鞋T6C3N-9790,https://item.taobao.com/item.htm?id=544514544512&ns=1&abbucket=11#detail,544514544512,599.00,24,57,花花公子;安踏
鞋,-,发货地,综合排序,liyuanfan519625,夏季草编帆布鞋韩版休闲鞋亚麻男鞋老北京麻布鞋懒人一脚蹬渔夫,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1580446665&k=461&e=xTAWamJIFNYW%2Bm7WKQsMTDhTjTsvCbG75K0KMsS48luJGX%2FIxfWm%2FA7GMHLGlfE2gQ3kKNkcfeBBpo7VzfcWKVbfiA%2FhgORJS%2BiSYrvqFQgZIMakuj9nsaoyov8xw6fJIozQUgEl1GbryAq3sGQU8SAvcYtzOdp5LpMzuUgDbhiJKPzSMILgPZJyhY888B7eZvZ8j%2FXVoeHYi6%2B1amgI9PnQB7%2B%2FcWR6z9%2FPc4S7snDsydjNsSJ%2BvMyYa96AcwLsETvwXecv9gyzCvzKnRZ5SuBV5hn9%2F3Rk2UtcHcUbmKdOc8pSqiTyO6y4VcdcwqwMJ3GPS3OvFJzJNQk63%2B0aFgEdAJmhTZkEYUd1kPuFmndjxid2aTc3o4%2Bwen%2Fn5AxMHlw8P4vO0t0oPawNH0ZZKoCIDdTSegfIu5jZ%2BOSHOp5JvnFetTQfXBo7zZ3GH8p3FnsOBfn8%2BHI%3D#detail,536194000675,59.00,388,78,花花公子;安踏
鞋,-,发货地,综合排序,littlegood旗舰店,littlegood日系复古罗马凉鞋女夏松糕底真皮女鞋潮中跟平底学院风,https://detail.tmall.com/item.htm?id=533977658806&ns=1&abbucket=11,533977658806,248.00,47,109,花花公子;安踏
鞋,-,发货地,综合排序,小七北鼻,新款女童皮鞋高跟鞋 儿童可爱浅口跳舞鞋 韩版公主单 女童,https://item.taobao.com/item.htm?id=545610335952&ns=1&abbucket=11#detail,545610335952,77.00,100,51,花花公子;安踏
鞋,-,发货地,综合排序,我很菜96,韩版2017新款经典真皮波点渔夫鞋女平底单鞋圆头黑白点草编女,https://item.taobao.com/item.htm?id=543277545855&ns=1&abbucket=11#detail,543277545855,89.00,38,145,花花公子;安踏
鞋,-,发货地,综合排序,靓足魅力精舍,2017春夏新款亮片鞋女浅口蝴蝶结圆头围麻绳平底休闲单渔夫潮,https://item.taobao.com/item.htm?id=545136442219&ns=1&abbucket=11#detail,545136442219,89.00,57,193,花花公子;安踏
鞋,-,发货地,综合排序,青婉田旗舰店,青婉田春鞋2017新款浅口单鞋女平底芭蕾舞鞋绑带真皮复古文艺女,https://detail.tmall.com/item.htm?id=544518105170&ns=1&abbucket=11,544518105170,268.00,103,162,花花公子;安踏
鞋,-,发货地,综合排序,新壹家,NIKE耐克 专柜正品 女子运动跑步鞋807280-500-002,https://item.taobao.com/item.htm?id=542273084909&ns=1&abbucket=11#detail,542273084909,336.30,144,58,花花公子;安踏
鞋,-,发货地,综合排序,demon210,2017春夏欧美休闲方头粗跟单鞋潮珍珠后跟平底女鞋一脚蹬懒人女,https://item.taobao.com/item.htm?id=546392254594&ns=1&abbucket=11#detail,546392254594,118.00,62,184,花花公子;安踏
鞋,-,发货地,综合排序,款款熊,2017春款男宝宝鞋子1-3岁婴幼儿学步鞋男女童小白软底防滑休闲,https://item.taobao.com/item.htm?id=544564766957&ns=1&abbucket=11#detail,544564766957,55.00,302,110,花花公子;安踏
鞋,-,发货地,综合排序,361度正品特卖店,361度女鞋正品2016春季运动鞋361女休闲鞋防滑板正品 581616703,https://item.taobao.com/item.htm?id=536400807618&ns=1&abbucket=11#detail,536400807618,99.90,128,72,花花公子;安踏
鞋,-,发货地,综合排序,sneakercenter运动专营店,耐克Nike Air Huarache 华莱士 男鞋休闲跑步鞋852628-001/002 SS,https://detail.tmall.com/item.htm?id=540812267794&ns=1&abbucket=11,540812267794,898.00,20,75,花花公子;安踏
鞋,-,发货地,综合排序,幻想不在有,欧洲站春季新款女鞋真皮厚底松糕鞋内增高尖头休闲坡跟单欧美潮,https://item.taobao.com/item.htm?id=544890083403&ns=1&abbucket=11#detail,544890083403,268.00,19,77,花花公子;安踏
鞋,-,发货地,综合排序,我有小屋,手工编织！春秋护脚 新生儿毛线鞋子宝宝鞋婴儿针织袜子0-3-6个月,https://item.taobao.com/item.htm?id=528757557233&ns=1&abbucket=11#detail,528757557233,11.80,1919,267,花花公子;安踏
鞋,-,发货地,综合排序,sun1988sp,欧美2017春季新款单鞋女鞋尖头高跟鞋漆皮裸色性感百搭细跟伴娘,https://item.taobao.com/item.htm?id=544866842115&ns=1&abbucket=11#detail,544866842115,89.00,156,88,花花公子;安踏
鞋,-,发货地,综合排序,艾美其旗舰店,艾美其春季新款韩版舒适休闲系带坡跟单鞋女鞋运动慢跑,https://detail.tmall.com/item.htm?id=43752151262&ns=1&abbucket=11,43752151262,59.00,26,59,花花公子;安踏
鞋,-,发货地,综合排序,迪酷世家,日系复古做旧磨砂牛皮懒人套脚乐福鞋男鞋子真皮英伦休闲皮潮,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1784930284&k=473&e=0GzRKFPI%2B%2FDR9JEowfoJBpga5JIOpuBMoQLkuE3ieApApekcJCOmGjf1qr9MwppW%2Bx64OF1daV2doQ0pEla8O3mHy2Up4RoI1X8BFPyNZenUadxhrqsK0RDtvYOhPJl%2BL%2BSv3%2FfFupnhdAm%2FIYAAuXYtqOv1za0l%2BUnNeSFXVUVZHer6ib0BMXX8eeffSOG0X2MQZ2CuzGYILcIBPddWjTnF0tmOTDpwN5UWKJjszFoYDa0elD25n05Alc5QQzrDXfJcr0AM33s5bSRJZv4BA1VgKp3v9Y%2FIoFS9bu%2FQzNwbgOo%2Bea%2Fc8WA7W9fCtlnVH7CNoHCq%2BvZvMJh28tO8hkHT2rDygUY2ByQPtlnO5KrilNa4CEwxVONhBNeRmMnt9aEcxuSBC8qqa66Bbhvrn2H6JmJXFiZGqTr8EJD4Nrwq0SyYrMsQibuh99xTKbDPUT3UamKNmVOMlQksJmVvvA%3D%3D#detail,532900420078,278.00,116,118,花花公子;安踏
鞋,-,发货地,综合排序,sdep旗舰店,SDEP春季男士商务休闲皮鞋大码小码系带软皮大头皮厚底潮男子,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1784930284&k=461&e=pzE9ZeNclInR9JEowfoJBpga5JIOpuBMoQLkuE3ieApApekcJCOmGjf1qr9MwppW%2Bx64OF1daV0jG18mW4SS%2BUKK%2B%2BZvnEkKs08HLlv%2FshrUadxhrqsK0RDtvYOhPJl%2BL%2BSv3%2FfFupnhdAm%2FIYAAuXYtqOv1za0l%2BUnNeSFXVUVZHer6ib0BMXX8eeffSOG0X2MQZ2CuzGYILcIBPddWjTnF0tmOTDpwN5UWKJjszFoYDa0elD25n3e3fOPr3Fqk05Ugc3VQxogSnLO7NmChNnFyfP4mYf8dbKwEPjIA3PEh%2FdR%2F1rXAZCbrD%2BktsAJeP7%2FuruPhF772cZGb%2FUkkayfR%2B%2FQtoA4wtVr%2Bk0k90KnpCaS1YhINGxYa2%2BDcuARvcf%2B7FybSiLRJfF57z0T%2B85BwXr3eejG7cUDF%2FKFTfw%2Fh%2BwMxlOeG2%2Brzp%2BfTo2TdRYwbwb2sM1M%3D,521295019277,199.00,377,113,花花公子;安踏
鞋,-,发货地,综合排序,加州途锐运动专营店,阿迪达斯Adidas NEO CLOUDFOAM SWISH 2017新款男子休闲BB9867,https://detail.tmall.com/item.htm?id=543764905998&ns=1&abbucket=11,543764905998,449.00,21,54,花花公子;安踏
鞋,-,发货地,综合排序,puma官方店,PUMA/彪马 Crib Pack Batman 儿童款 童鞋+短袖T恤 361190,https://detail.tmall.com/item.htm?id=535915459677&ns=1&abbucket=11,535915459677,179.00,87,388,花花公子;安踏
鞋,-,发货地,综合排序,demon210,2017春欧美英伦方头金属方扣粗跟单鞋百搭女小皮鞋深口平跟女潮,https://item.taobao.com/item.htm?id=543860010503&ns=1&abbucket=11#detail,543860010503,99.00,62,65,花花公子;安踏
鞋,-,发货地,综合排序,卓诗尼旗舰店,卓诗尼2017春秋新款套脚单鞋女休闲皮带扣中跟粗跟浅口包头女,https://detail.tmall.com/item.htm?id=546380815695&ns=1&abbucket=11,546380815695,199.00,35,146,花花公子;安踏
鞋,-,发货地,综合排序,迪酷世家,日系复古做旧磨砂牛皮懒人套脚乐福鞋男鞋子真皮英伦休闲皮潮,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1769052356&k=473&e=eeyjZU0Ounpwp4LKHAIlk4tfdQ%2BUm%2FBcxukmZtcAv74ja71KIGouNrCOQhxO9Zx%2FvI0ufXtrCqDZT4KEK9h%2FMJeF9ODEP8pnBW9604UuVzkZWc4KQrHJXpp2MMdeWMWcx8SljEuNAAqDhZndXkIW%2FxV8IjDHXG1ysPmBRMwRUWJuqGTJRSSY1LQOZddRY0%2BxrdNOCbbj3hA%2FSmXXlg%2Bu%2BbNSvR1%2FjPaSv4nLzkhX29i1lojVUik4H1QgkGKLkxB6vKwyInqEIANXFYGkXaTz5PGgtkmYqYEwCoXFuCxcQUvRdwazv0Fyp2j3G5EhfvaFzA4yJwvcqAAQv3KczKZMwG9JJHO%2FLeAO98zi6muXuA9AvXz8ZBS72dL8N4S9zQFe943BUcbQ25pIUCOa%2BFkWOlyINXkZaBVWlWZb1SQM9H8hmyXeQNxDSDc65WWHbgW5S9fF4BXxpVsHdIcpssk6Zg%3D%3D#detail,532900420078,278.00,116,118,花花公子;安踏
鞋,-,发货地,综合排序,正品dom折扣店,2017新款春秋季商务休闲男士英伦尖头皮鞋韩版发型师内增高潮子,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1769052356&k=461&e=VYn%2Bi9OH%2BPVwp4LKHAIlk4tfdQ%2BUm%2FBcxukmZtcAv74ja71KIGouNrCOQhxO9Zx%2FvI0ufXtrCqAu3nT%2BMsynqqNkhN5%2BnIntXSQPF5KKXhsZWc4KQrHJXpp2MMdeWMWcx8SljEuNAAqDhZndXkIW%2FxV8IjDHXG1ysPmBRMwRUWJuqGTJRSSY1LQOZddRY0%2BxrdNOCbbj3hA%2FSmXXlg%2Bu%2BbNSvR1%2FjPaSv4nLzkhX29i1lojVUik4Hy6UbiJAr5OPrG3OrSw82GFuYrZbXXPFLPDkEP2lnSLA91yqzR9fNlA5xuLl3DNckcwFTJCcst%2B5AAtIRgL0NqeF%2F7T6BU2dp0xKAqY9Ih612Fl7GjxDCH9u6g8dw%2FcB8bVjl2vy98vEnjJcH8OUkMNUJ1p%2FNLdKyZFEHFoRAhZDiKWgYLpE9dRZnu3IykJeRDgYhWymdhBAj2eRLTg6J0c%3D#detail,542855220529,138.00,559,110,花花公子;安踏
鞋,-,发货地,综合排序,孤帆逐日1983,孤帆逐日1983 耐克Nike Air Zoom男子减震跑步鞋 806576 600 400,https://item.taobao.com/item.htm?id=542268896337&ns=1&abbucket=11#detail,542268896337,368.00,24,94,花花公子;安踏
鞋,-,发货地,综合排序,黄林锋588,[Center]New Balance 996情侣款贝克汉姆同款复古跑鞋 MRL996FB,https://item.taobao.com/item.htm?id=546434511276&ns=1&abbucket=11#detail,546434511276,518.00,65,80,花花公子;安踏
鞋,-,发货地,综合排序,09新星苑,2017年夏款真皮公主宝宝包头凉鞋蝴蝶结女童单鞋2-3岁婴儿学步,https://item.taobao.com/item.htm?id=530322951092&ns=1&abbucket=11#detail,530322951092,59.00,79,63,花花公子;安踏
鞋,-,发货地,综合排序,麦子sasa2008,童鞋2017春季新款儿童椰子鞋韩版男童运动鞋网面透气女童跑步潮,https://item.taobao.com/item.htm?id=546019479942&ns=1&abbucket=11#detail,546019479942,89.00,59,57,花花公子;安踏
鞋,-,发货地,综合排序,tang彩莉,2017新款深口鞋女粗跟英伦风黑色单鞋中高跟防水台复古厚底小皮,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=318673037&k=473&e=bULDXjkD9StIhbShnBQrE6Io0wgOU1UBxLSncElFclZ6vCTRTsMLSZl72doE%2Bt1oVSNsY3I%2FV9itM8BVutEA1K33YzlRkI8SpTTlibuwpBzPLr0olDwoPqvaAKrSom69JnkROjV1sRA2vkKjagCcVJ35%2FsxpzvQJ%2F17tMTo5MjSHZZhLCVIi5zeCfBs%2FRIvewqVsY2YFd77qp0YZOVZ1wnjn7PjHpq1Xj3ZwQxmZk6Hbd3iQtkn8BPU6j%2B4HG5lMNaLq8M3XL6IwPg6TMTGZow3ASa9oVnedU2BWpbVALdjKgfNLZbHe7zqguZgV0%2B%2FiN%2FdezH8GGr%2BIPELfP2yX5wEM%2FL5NygVLeS3avYo5VLzMGLV876AlZ3tcNPCJwfqh%2BaSD10awyWS4%2BnBZaFnS%2BPF6d5qf3gJBizr%2BF1TwOdEfrOq4llmChJ1WLjxebR2Hb1lFPA8qQvwiDZkSV78K7A%3D%3D#detail,544222424095,119.00,260,73,花花公子;安踏
鞋,-,发货地,综合排序,天美意官方旗舰店,天美意春季商场同款牛皮英伦布洛克风松糕厚底女单鞋6D920AM6,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=318673037&k=461&e=DB4XZIcRFDlIhbShnBQrE6Io0wgOU1UBxLSncElFclZ6vCTRTsMLSZl72doE%2Bt1oVSNsY3I%2FV9iAjK0pNhwZ3ALiDV0odCy7nhVW73y5ctbPLr0olDwoPqvaAKrSom69JnkROjV1sRA2vkKjagCcVJ35%2FsxpzvQJ%2F17tMTo5MjSHZZhLCVIi5zeCfBs%2FRIvewqVsY2YFd77qp0YZOVZ1wnjn7PjHpq1Xj3ZwQxmZk6Hbd3iQtkn8BPV4JlK9RDyPYadSAG7fH%2BExqogwYmCQhqarl7p1mPOqmw4TU9CRpo6jUgAJXJvtWAetkyTwhSX5eszAVji76%2FVaGoFCfLaJk55cUPZEBguS3fCg9RmY0Pfyqg5wENaETC5OXNy75%2FaobWSqVymOsW1mf3NVMpU1lYYo%2FVTh%2Fq5cWoxKHNFUQ4VOrMP%2FakCnE3CWr%2BwBbOYVkdQlL5YUkeQ%3D,527047034012,438.00,668,306,花花公子;安踏
鞋,-,发货地,综合排序,四月流光520,阿木原创真皮手工森女凉鞋2016新款露趾简约罗马鞋高跟坡跟凉女,https://item.taobao.com/item.htm?id=531200981742&ns=1&abbucket=11#detail,531200981742,369.00,24,60,花花公子;安踏
鞋,-,发货地,综合排序,liu82828,烽火体育 Adidas Tubular Defiant 运动跑步鞋 S75903 S75896,https://item.taobao.com/item.htm?id=540807299176&ns=1&abbucket=11#detail,540807299176,699.00,39,54,花花公子;安踏
鞋,-,发货地,综合排序,man15817177877,天天特价春夏中跟中空粗跟高跟鞋一字带尖头性感百搭工作女单,https://item.taobao.com/item.htm?id=546439531681&ns=1&abbucket=11#detail,546439531681,79.00,25,245,花花公子;安踏
