博主,博文,日期,转发数,评论数,点赞数
曲向东,这两个周末，各校的戈十二选拔令人感动。无论是北方的雾霾，还是南方的阴冷，都阻挡不住戈友们火热的心。生命原本如此，就应该这样热流奔涌。 ,2016-11-27 22:29,2,1,6
狼迹J天涯,北京雾霾天呆的我实在闹心，所以周日就跑出去浪了，又认识好多新朋友，天气也是非常适合运动的 |唐山·玉田... ,2016-11-27 22:29,,,3
活跃的空中云,今晚领孩子们洗澡，结束时碰见老板闲聊了两句，最后出门时老板来了句：你老公真称职，两娃一天天都是他看了吧，我看你就不用管，word天！看来今天真是个重雾霾天！ ,2016-11-27 22:27,,10,4
陪我度过漫长岁月的我_JerFu,为了去北京，给我爸妈做了一个多月思想工作，好不容易做通了，今天看新闻说北京雾霾又爆表了，顿时俩人又反悔了，说我现在这身体去北京会出问题 ,2016-11-27 22:27,,31,1
时-咚-咚,一早起来去和小伙伴汇合，京杭大运河旁拉练，阳光很好，微风，没有雾霾，带着姨妈跑了五公里。今天是有所期待的，完成五公里后我的总跑量就达到了1000km，加上今年完成的三个全马一个50km，我应该可以晋级顶级跑者了，有点儿小激动。可惜，悦跑圈因为数据的问题导致布拉格的全马不算，申诉无效有些沮丧 ,2016-11-27 22:27,,,1
薇薇同学阿_,浪了两天很是开心咸阳的雾霾也不大天气也不灰尘 ,2016-11-27 22:26,1,5,9
习宝宝团购网,【|11月28日11... 】对抗寒冬，对抗雾霾天。宝宝们的需求就是我们的目标，口罩、护膝、打底裤都是实用又超口碑，就说爱不爱我吧 ,2016-11-27 22:26,1,4,3
24楼妍色,盗同学的一张图，今年的进阶课完美收官了～何等充实愉快的三天～好朋友和新同学看图就知道，冬天的北京，没有阻止我们外拍的脚步，没有雾霾的冬天户外，我们来了！不怕冷，因为热情在 ,2016-11-27 22:25,6,9,29
小5星滴妈咪,D742 昨天结束旅行肥家疯狂的收拾行李，连发微博的力气都没有就睡去了……回程の飞机飞了多久五星就睡了多久，论航班时间的重要性吖从碧海蓝天的三亚飞回雾霾重重的大济南，怎不是对家乡爱得深沉？五星回家后倒是一如既往的各种捣蛋，各种吃，各种玩，but是谁说过旅行会让孩子成长来的， ,2016-11-27 22:22,,2,2
医疗张羽,登上香山半山腰赏了一次西山晴雪，遥望没有雾霾的北京城，下山去颐和园赶上一次完美的落日。这就是今天的大美海淀！#喜行于摄# @海淀旅游 ,2016-11-27 22:21,1,,1
老水兵新传,一场突如其来的寒潮终于悄然褪去了，久违的太阳又露出了笑脸，似乎秋天又回来了。上午路过一个公园顺便走了进去。虽然是周日却几乎见不到游人。原来是因为有雾霾，空气轻度污染，人们都躲在家里了。我也乐得随手拍，甚至下到桥底，和鱼儿来个亲密接触，忘却了琐事和烦恼。 ,2016-11-27 22:21,4,16,40
两半截的傻老大,每次从榆林到神木，过大保当后就能远远看到一面雾霾墙在路的前方，同样，从榆林去西安过延安后翻过几个隧道在洛川左右就能远远看到雾霾凶煞一样在等着我一头扎进去。。。。 ,2016-11-27 22:20,2,24,8
liu1986ying,雾霾蓝和阳光配吗？ ,2016-11-27 22:14,2,,
屹巷,小城的冬天没那么冷     安静 有淡淡的阳光  有雾霾 雾霾散尽是蓝天    松柏苍翠 长廊悠长#互粉#  -屹巷 ,2016-11-27 22:12,,4,31
乐乐1035,【玩疯了】周六雾霾，爸爸带他去室内儿童乐园。从10:25一直玩到17:30！期间喝了一小杯水和一杯奶茶，午饭都不吃，除了去一趟厕所后来遇到两个可以玩到一块的小伙伴了，更是不亦乐乎。三个小东西把海洋球都扔出池外不少，好说歹说也不捡。走时闹别扭下扶梯也急急忙忙的，注意安全也不听 ,2016-11-27 21:56,2,,
青春不要荒芜了岁月,毕业后的一次返校。熟悉的北方雾霾天，熟悉的食堂，熟悉的街道和熟悉的人。一段匆匆，一段过往。未来继续前行！ |泰安·山东... ,2016-11-27 21:47,,6,28
沪跑团,#约跑不能停#20161128周一（约跑小提示：每次约跑前最好提前咨询各约跑点联系人约跑是否如期举行，以免跑空如遇中雨及中度以上雾霾或其他恶劣天气则约跑自动取消） ,2016-11-27 21:47,2,,
hj_wx,据说石家庄雾霾指数全国之首？，而且大理整治雾霾，竟然限单双号为了环境和健康，我是坚决支持限号，但是出行真心不方便啊。这两天买了辆小电动  ，一下子被它惊喜到了，特别好开，各处都非常灵活，轻便。外观和内饰也很漂亮！国产汽车，尤其是新兴的电动汽车能做到 ,2016-11-27 21:46,2,2,1
小默心里冇得数,柴静的穹顶之下，被封杀快两年了吧。记得这么深是因为害我正在追的美剧也非常难找种子了。『摄影师深入雾霾源头，拍到的场景让人绝望！』|摄影师深入... ,2016-11-27 21:41,,,11
Kenneth_靴喵,阴雨天加雾霾天大半个月，广州终于出太阳了！a7R+2470 @a7CLUB ,2016-11-27 21:39,1,1,6
alovelinessgirl,知道为什么哈尔滨雾霾辣眼睛了吗 ,2016-11-27 21:39,,3,4
安安小双,和喵喵薛薛去了德国使馆的圣诞市场，一杯热葡萄酒喝得飘飘然，虽然离圣诞还有一个月，但圣诞的氛围已经浓浓的了。参加了一对可爱的人儿的婚礼答谢宴，真心祝福！坐深夜的特11，又在二层的第一排，披着夜色穿过雾霾中的城市。这是周六，很开心 ,2016-11-27 21:37,,2,6
背包客在江湖333,有一个多月没爬山了，脚痒得很，今天同学约好去千山，正和我意。虽然小北风刮的嗖嗖的，但却把雾霾刮走了，天空晴朗，心情舒畅。还是挺有天缘的星期天人很多，大部分是登山爱好者，我们爬到无量观山顶，别说，风小多了，太阳的直射，照得我眼睛睁不开。久违的山路踩在上面格外亲切。我从小就爱在 ,2016-11-27 21:34,,1,7
行走北天的义扬,雾霾中的一米阳光。人的欲望是无穷无尽的啊。。。 ,2016-11-27 21:33,,5,16
期货时间的一,能把复杂的问题深入浅出的讲清楚很了不起，而今天前来录制的嘉宾很明显有这个能力！今天录制新的国丞创投大圣理财特约播出的“投资大扫描”四期节目，分别是“机器人与人工智能”“创新创业的趋势与未来”“雾霾与绿色金融”， “互联网直播的商业模式”。再次感谢各位来现场录制节目的嘉宾。每周五晚1 ,2016-11-27 21:32,,1,9
雨多缠,@孟庭苇 ，姐姐，感谢这首新的古风歌，痴，让亚弟弟能狗重新拾到几天前大雾初散时看到楼宇间的一轮新月时的心情，我们五言的望眉清可以开始了，，因为雾霾，我只半月见到一次月亮.而因为痴误，姐姐的半年一次回复，我还没有看到，我在雾停停出出的梦北继续， ,2016-11-27 21:31,,2,2
王晓笛,#雾霾，我们分手吧# 和雾霾分手第一天，阳光下骑了神奇小单车，听了marek的音乐会，觉得work一点都不hard，开心的不得了======一看天气预报，我的天！明天又要和雾霾复合了 |北京·尤伦... ,2016-11-27 21:26,,,3
tianaiai99,现在最危险的几个地方，一是女浴室！因为柔光自拍，完美泄露春光！二是北京！雾霾的首都是你不懂的呼吸！三是幼儿园学校！残酷的血色童年！四是台湾，永远不承认自己是中国人的中国人！五是香港，总是想把自己卖出去的地方！ |任丘市 ,2016-11-27 21:13,,,3
闲亭漫步30,发表了博文《致青春：原来你还在这里》既是一部青春剧，又是一部偶像剧，适合在阴冷的雾霾天里观看，用青春懵懂的情感温暖一下阴郁的心。剧情编得很不咋样，但摄影很唯美，有些镜头让人惊艳。男一号是吴亦凡，从《有|致青春：原... ,2016-11-27 21:12,,2,33
河海大学青年志愿者协会,11.20日星期天上午9时，河海大学青年志愿者们来到了景明佳园进行主题为“雾里看花花非花”的水资源保护环保课堂活动，给小朋友讲解有关雾霾的知识。此次活动让小朋友们对雾霾有了一定的认识，能够知道雾与霾的差异和危害并让他们懂得了如何防治雾霾。  上午九点半，我们的环保课堂开始了。课堂分 ,2016-11-27 21:07,3,,3
hc__alive,天气完美，妖风带走了雾霾，然后就去追赶伏地魔了。我状态极渣，爬坡居然爬的脑缺血想睡觉，下坡总是开头挺快，很快胳膊腿都无法支撑，迅速热衰竭，就完蛋了。和朋友们骑车真开心 ,2016-11-27 21:05,,,2
日照v1,#骑行打卡# 骑行45公里，徒步10公里。这次骑行，有一个熟悉的面孔，估计单位的同事大多熟悉，就是贺大叔，这位老青年准备已久，要来试试！从出发到登山，全程没有放弃！自然也收获了笑脸～今天雾霾，正因为这样，照片有水墨画的感觉，非常喜欢。骑车还好，登山真是舒服，眼界与出汗的感觉，还有志同道 ,2016-11-27 21:01,,,1
打不垮的me,今天膝盖有些受伤，时而疼痛，跑步过程中不得不慢下来。不知是没有热身还是最近超负荷运动的缘故，或者是肌肉力量严重不足。以后要充分热身再加速，要坚持力量训练，在减肥结束前最好控制速度保持跑姿。#跑步打卡# 北京雾霾散了，可却来到了上海，还是随遇而安吧，不必过于强求。 |上海·上海... ,2016-11-27 20:49,1,5,4
佐大人-,雾霾好几天，终于放晴啦 ,2016-11-27 20:37,,14,10
Candy小苔,初冬的北京雾霾来得快去得也快，晚风里是清冽的味道，湖面结了一半的薄冰。一个小屁孩戴着雷锋帽踩着心爱的滑板车，从桥上下坡的时候刹不住车了……还有个小娃娃被老爸拎着学走路，很开心地摇摇摆摆朝我走过来，广场上有个老人用洪亮的嗓音唱着月亮代表我的心，隔了一片湖都还能听到。朝阳公园游记。 ,2016-11-27 20:16,,,8
BJ--Doraemon,#拍客大作战##We车纪实#奔驰AMG C63无一素车，自带帝都雾霾特效！@摄影师痞子东 @刘冉婷不吃胡萝卜 ,2016-11-27 20:13,27,10,25
有一个姑娘叫圆圆,难得的好天气 嗯！今天天气不错，没有雾霾！@杨琪芳 ,2016-11-27 20:12,,19,18
小冬笔记,两天时间，在城市中穿梭。经历黄昏、日出、雾霾、人海……再回到熟悉的地方。吃个晚饭，提醒自己一定早点睡觉，不要熬夜玩手机，这样对手机不好。……晚安  ,2016-11-27 20:11,,,12
时尚芭莎,#时尚芭莎12月下##BAZAAR电影组#雾霾爆表的北京深夜，我们约@张若昀 喝了一杯。芭莎独家对...摄影/@小刚Trunkstudio 监制&形象/葛海晨 执行/张婧璇 ,2016-11-27 20:11,45720,469,2585
北极小白兔,今日签到照大风把雾霾和云都吹走了，只剩湛蓝的天～湖面开始结冰 |北京·北京... ,2016-11-27 19:51,,3,5
邢丰缨_如萱,【如萱：天津 空明】今天天津起大风，吹散了雾霾，露出了蓝天，吃到了地道的天津菜，花生糊很好吃！下午给朋友拍空明，脉轮整体状态不错，今年5月份她来南京找我拍过一次，前后都找附近的其他老师拍过，上个月还去泰山禅院见了丁师。5月份见到她还很瘦，160出头只有80多斤，这次见到她长胖了，90多 ,2016-11-27 19:50,4,6,6
LyuKa1,终于明白所有的不安和焦虑对未来的怀疑都是因为没有老爸慈祥的笑脸和老妈让加的衣 感恩你们我约会了下雪的盐城 烟雨雾霾的苏州和与我的人生无数次激烈碰撞的上海这些美好的地方 对我到底意味着什么 我真的无法用言语道明,2016-11-27 19:39,12,,2
瑜伽视频集,性感瑜伽美女教你做运动抗雾霾 秒拍视频 . ,2016-11-27 19:35,9,,5
阿土姑Niang,刚来青岛第一天在五四广场就被采访了，记者问我：你觉得今天青岛的天气怎么样？我：虽然晴天，但中度雾霾… |青岛·青岛... ,2016-11-27 19:31,,14,33
俺是芜野,又是一个雾霾天，我的SPG稳定器老家闲了半个多月了，愣是没机会拍一个蓝天下的美丽初冬。 ,2016-11-27 19:26,5,12,4
王石_Seoul,今天突然发现，我这双眼皮啊，愈发明显了…耷拉着，是老了吗…？熬过冰冻的一周，雾霾的几天，这一年就是眨眼的事儿，眼巴巴的等着谁啊，瞬间就跨出本命年啦…这个世界花花绿绿哒，剩男剩女也没几枚了吧，猴年过后都是好日子，虽然你还没有看到，我内心隐藏的澎湃…踏踏实实，过好日子，自由永驻心中啊 ,2016-11-27 19:25,,7,1
Reine-晗,昨天的重度雾霾瞬间转移了，那好天气自然就要安排室外活动啦。 |北京·天坛 ,2016-11-27 19:24,,3,7
你好我是王老师,是的，驾照到手啦，昨天早上我还在被窝里，快递的电话就打来了，然后驾照就是这么迅速的来啦。是的，昨天出去骑行，越骑雾霾越大，看着天色渐晚，晚霞超级美丽。是的，周日的晚上，第二次不用上课，然后，然后，人家还没有备课，咋办，好想回到昨天早上，让我再睡一次吧 ，不想上班  ,2016-11-27 19:22,1,,5
小米fan粒粒,冬天就宅着看肥皂剧，wang晓晨怎么这么可爱啊，演的真自然啊，喜欢你好江齐飞这对哈哈哈，大帝都整个被这个电视剧黑惨了，堵车干燥雾霾不好打车，你说得对…… ,2016-11-27 19:20,2,15,39
小羊最牛,美丽的江滩夜景，舍不得独乐乐，因为峨喜欢众乐乐，也只有天气好才能看见这麽美的夜景，雾霾的天只有一片漆黑，祢说呢 |武汉·汉口... ,2016-11-27 19:16,,1,4
贵州师范大学广播站白云校区,最近朋友圈动态又在开始新一轮的沸腾，也许是刷着微商的小广告过于单调。我们议论纷纷的雾霾又继续来势汹汹并且大行其道地在各种社交圈里霸占动态总榜。周一中午的《喜闻乐鉴》 就为您带来关于这雾霾的话题，让我们深切关注我们当下的空气环境。@__尾巴__ ,2016-11-27 19:02,,,3
央视财经,【“最严雾霾令”来袭！各地频频出大招！能否留住蓝天白云？】①山西太原：全市所有施工工地、土石方工程、混凝土搅拌站全部停工，所有渣土运输全部停运、所有水泥、铸造等生产企业全部停产，裸露的各类渣土堆必须用绿网覆盖；②河北石家庄：全市所有钢铁、水泥、焦化、铸造、玻璃、陶瓷、钙镁等７大行 ,2016-11-27 19:01,164,152,69
中国青年报,【雾霾再袭京津冀 “最严”禁令能否留住蓝天白云？】这两天，寒潮影响结束多地气温回升，空气质量出现下滑。本月开始，北方已正式进入供暖季，空气重污染情况也屡有发生。一份份号称“最严”的空气污染防治措施，正在多个城市组成抵御雾霾的防线。（央视网）|雾霾再袭京... ,2016-11-27 19:00,42,21,41
名侦探兔美酱Eli,好久都没有化妆了…因为…北方的冬天…蛮干燥的…不想让化妆品混合着雾霾在脸上堆积 ,2016-11-27 18:28,4,1,2
Hey慕豪,转眼一年了，还记得去年今天，呼市又是大雪又是雾霾，能见度不到十米，大学城堵车的长龙，高速上走路回家的考生……和小伙伴两个人人品爆棚搭到了一辆蒙M的车，用爬行的速度赶到了火车站……一年后的今天，小伙伴正好又从呼市培训回来，虽然生活依旧艰辛不易，但是努力过后，总会有所收获。 ,2016-11-27 18:25,,13,13
-fenibook-,居然有人跟我说北京有雾霾？！excuse me？你见过雾霾吗？你去过西安吗？北京空气这么好的也能叫雾霾？？？来几张我大西安的雾霾给你们长长见识 |北京·北京... ,2016-11-27 18:20,1,23,8
_MMyuan,也就上山躲一躲今天的雾霾 ,2016-11-27 17:59,,7,13
i-貂貂,貂貂Gopro"直播"无霾。#防霾神器##雾霾的危害##刷去雾霾心享纯净# 抗霾的终极方法。。看完你找到了呗？第一位影评人："有泰坦尼克号快要沉没，那四个人还在甲板拉舒缓小提琴的即视感～"第二位影评人："好吧，地震了…大家快跑吧，镜头语言" ,2016-11-27 17:55,7,9,4
京西的蟑蟀,中午从巴彦淖尔出发，现在包头补电中。快到包头时，突然雾霾严重。 |包头 ,2016-11-27 17:53,1,4,18
旅游笔记,广西环江牛角寨景区，空气清新，冬暖夏凉，峰丛叠起，森林繁茂，瀑布成群，很不错的小众旅游自然生态景观，远离北方寒冷的冬天和雾霾，养生的好地方。#带着微博去旅行##夏末旅游# |河池·环江... ,2016-11-27 17:52,2,3,8
尤洋,南城中央文化区美食区。建议大家一看雾霾天就直奔洪运轩来吃半边云，不用买号不用排队。 |北京·天桥 ,2016-11-27 17:47,1,2,6
三炮逍逍很文艺,纯天然窗外拍 无雾霾 很美丽 耶 ,2016-11-27 17:42,4,,3
医疗律师刘晔,【雾霾与细菌】瑞典哥德堡大学的研究人员在国际期刊《微生物学》发表论文称，在所研究的城市中，北京空气中含耐药基因的细菌群落最多，达64.4种。作为前微生物与免疫学教师，科个谱。一般认为，雾霾对人体的毒性主要是PM颗粒可能以机械方式沉积于肺泡等人体细胞，这些沉积异物可引起免疫细胞的吞噬反应 ,2016-11-27 17:40,11,,8
Maggie懒懒,每日一拍D-35 被店长喂肥的大黄和大黄的孩子小花，店对面的咖啡厅，雾霾中隐约露出的南山塔。#来自时好时坏的果# ,2016-11-27 17:38,,,5
河南气象,#未来三天天气#关键词： 气温降降升 雾霾轻到中 明后两天最高温度稍有下降，熬过这两天，30号还有一波升温。这轮雾霾还有两三天的光景 ,2016-11-27 17:37,,,2
AIRGUOZEXU,看图找王哥@雾霾是人类进步的阶梯 ,2016-11-27 17:35,,18,16
杨涯05752,凤凰娱乐：11月26日，章子怡回北京遇上雾霾，直接把女儿抱上飞机走人。为了孩子，似无可指摘。 ,2016-11-27 17:32,5,,4
天津发布,【晴，-2℃/10℃】#今夜天气#今天伴随着冷空气的到来，大风吹散了津城的雾霾！明天气温回升，午间阳光下天气较为温和舒适。@天津气象 预报：市区今夜到明天以晴为主，北风3-4级，最低-2℃，最高10℃。预计下周雾霾和冷空气继续上演“拉锯战”：明天开始空气质量逐渐转差，周三冷空气发威，雾霾再消散。 ,2016-11-27 17:30,2,,4
山西团省委学校部,#雾霾又来了# 【霾黄色预警】山西省气象台2016年11月27日16时30分发布霾黄色预警，预警区域：太原、临汾、长治、运城、晋城等地的部分地区和吕梁、晋中等地的局部地区。预警区域中未来24小时内可能出现中度霾，临汾、运城、长治等地的局部可能出现重度霾。请有关单位和人员作好防范准备。 ,2016-11-27 17:23,1,,
张Fa雷,又一波雾霾来袭........ |西安·太阳... ,2016-11-27 17:22,,,13
箛临,真难得能凑够九张图，一场匆匆忙忙的旅途，见识了大北京的雾霾，也遇到了难得一见的蓝天，从分别的那一刻我们就已经开始了下次的相遇，帝都，下次见！ ,2016-11-27 17:21,,,4
信阳多肉萌主,#多肉植物# 雾霾频频，晚霞少见，何况是这样的晚霞-----（图片来自app）#信阳身边事# ,2016-11-27 17:21,1,1,15
全球正义盛宴,仰卧起坐都能至瘫，假药，毒食品，雾霾还不要人命。不经风雨，那能见彩虹。没强健的体魄，如何撑起末来强国。『仰卧起坐或致瘫？ 国外已叫停国内学生还在做_手机新浪网』网页链接 ,2016-11-27 17:15,,,2
盒子与m豆,离开京都，雾霾尽散，日光倾城。此别之后各自珍重，提一口气继续前行，下次重逢春暖花开，必将又是一番好风景@芥末牙牙 @真的李宜霖 ,2016-11-27 17:11,,2,6
译员catherine,昨晚的gala并不算特别满意，几对大双都出现不同程度的失误，连一向神勇的圈神Almeida在黑天鹅的fouette方面也收的不太好。不过还是要突出表扬下Chudin童鞋，那脚背，那动作的规格。小帅哥Shklayarov也算发挥得不错了，不过相比他去年舞姬的惊艳表现还是稍微有那么一点点不甚完美。不知是否雾霾也影响了 ,2016-11-27 17:02,1,4,
我是王小铭丶,#刺猬体验##遇见另一种生活# D7 不知不觉已经连续打卡七天了，也是暂时性的最后一次打卡了，最后分享一波亲手拍摄的拉斯维加斯的天空和云朵吧。在国内深受雾霾影响，经常雾蒙蒙的，几乎很少能看到蓝天白云。刚到拉斯维加斯，就被那里的景色所迷住，那里的天空很美丽，环境也很好，云也是特别的美，像假 ,2016-11-27 17:00,,36,71
_MMyuan,也就上山躲一躲今天的雾霾 ,2016-11-27 17:59,,7,13
i-貂貂,貂貂Gopro"直播"无霾。#防霾神器##雾霾的危害##刷去雾霾心享纯净# 抗霾的终极方法。。看完你找到了呗？第一位影评人："有泰坦尼克号快要沉没，那四个人还在甲板拉舒缓小提琴的即视感～"第二位影评人："好吧，地震了…大家快跑吧，镜头语言" ,2016-11-27 17:55,7,9,4
京西的蟑蟀,中午从巴彦淖尔出发，现在包头补电中。快到包头时，突然雾霾严重。 |包头 ,2016-11-27 17:53,1,4,18
旅游笔记,广西环江牛角寨景区，空气清新，冬暖夏凉，峰丛叠起，森林繁茂，瀑布成群，很不错的小众旅游自然生态景观，远离北方寒冷的冬天和雾霾，养生的好地方。#带着微博去旅行##夏末旅游# |河池·环江... ,2016-11-27 17:52,2,3,8
尤洋,南城中央文化区美食区。建议大家一看雾霾天就直奔洪运轩来吃半边云，不用买号不用排队。 |北京·天桥 ,2016-11-27 17:47,1,2,6
三炮逍逍很文艺,纯天然窗外拍 无雾霾 很美丽 耶 ,2016-11-27 17:42,4,,3
医疗律师刘晔,【雾霾与细菌】瑞典哥德堡大学的研究人员在国际期刊《微生物学》发表论文称，在所研究的城市中，北京空气中含耐药基因的细菌群落最多，达64.4种。作为前微生物与免疫学教师，科个谱。一般认为，雾霾对人体的毒性主要是PM颗粒可能以机械方式沉积于肺泡等人体细胞，这些沉积异物可引起免疫细胞的吞噬反应 ,2016-11-27 17:40,11,,8
Maggie懒懒,每日一拍D-35 被店长喂肥的大黄和大黄的孩子小花，店对面的咖啡厅，雾霾中隐约露出的南山塔。#来自时好时坏的果# ,2016-11-27 17:38,,,5
河南气象,#未来三天天气#关键词： 气温降降升 雾霾轻到中 明后两天最高温度稍有下降，熬过这两天，30号还有一波升温。这轮雾霾还有两三天的光景 ,2016-11-27 17:37,,,2
AIRGUOZEXU,看图找王哥@雾霾是人类进步的阶梯 ,2016-11-27 17:35,,18,16
杨涯05752,凤凰娱乐：11月26日，章子怡回北京遇上雾霾，直接把女儿抱上飞机走人。为了孩子，似无可指摘。 ,2016-11-27 17:32,5,,4
天津发布,【晴，-2℃/10℃】#今夜天气#今天伴随着冷空气的到来，大风吹散了津城的雾霾！明天气温回升，午间阳光下天气较为温和舒适。@天津气象 预报：市区今夜到明天以晴为主，北风3-4级，最低-2℃，最高10℃。预计下周雾霾和冷空气继续上演“拉锯战”：明天开始空气质量逐渐转差，周三冷空气发威，雾霾再消散。 ,2016-11-27 17:30,2,,4
山西团省委学校部,#雾霾又来了# 【霾黄色预警】山西省气象台2016年11月27日16时30分发布霾黄色预警，预警区域：太原、临汾、长治、运城、晋城等地的部分地区和吕梁、晋中等地的局部地区。预警区域中未来24小时内可能出现中度霾，临汾、运城、长治等地的局部可能出现重度霾。请有关单位和人员作好防范准备。 ,2016-11-27 17:23,1,,
张Fa雷,又一波雾霾来袭........ |西安·太阳... ,2016-11-27 17:22,,,13
箛临,真难得能凑够九张图，一场匆匆忙忙的旅途，见识了大北京的雾霾，也遇到了难得一见的蓝天，从分别的那一刻我们就已经开始了下次的相遇，帝都，下次见！ ,2016-11-27 17:21,,,4
信阳多肉萌主,#多肉植物# 雾霾频频，晚霞少见，何况是这样的晚霞-----（图片来自app）#信阳身边事# ,2016-11-27 17:21,1,1,15
全球正义盛宴,仰卧起坐都能至瘫，假药，毒食品，雾霾还不要人命。不经风雨，那能见彩虹。没强健的体魄，如何撑起末来强国。『仰卧起坐或致瘫？ 国外已叫停国内学生还在做_手机新浪网』网页链接 ,2016-11-27 17:15,,,2
盒子与m豆,离开京都，雾霾尽散，日光倾城。此别之后各自珍重，提一口气继续前行，下次重逢春暖花开，必将又是一番好风景@芥末牙牙 @真的李宜霖 ,2016-11-27 17:11,,2,6
译员catherine,昨晚的gala并不算特别满意，几对大双都出现不同程度的失误，连一向神勇的圈神Almeida在黑天鹅的fouette方面也收的不太好。不过还是要突出表扬下Chudin童鞋，那脚背，那动作的规格。小帅哥Shklayarov也算发挥得不错了，不过相比他去年舞姬的惊艳表现还是稍微有那么一点点不甚完美。不知是否雾霾也影响了 ,2016-11-27 17:02,1,4,
我是王小铭丶,#刺猬体验##遇见另一种生活# D7 不知不觉已经连续打卡七天了，也是暂时性的最后一次打卡了，最后分享一波亲手拍摄的拉斯维加斯的天空和云朵吧。在国内深受雾霾影响，经常雾蒙蒙的，几乎很少能看到蓝天白云。刚到拉斯维加斯，就被那里的景色所迷住，那里的天空很美丽，环境也很好，云也是特别的美，像假 ,2016-11-27 17:00,,36,71
午夜小飛俠,“只想爱你的我，太想爱你的我，难道只能在迷雾中猜你的轮廓。”---“没办法，又雾霾了。” |太想爱你 ,2016-11-27 16:57,,,6
微石家庄,#石家庄身边事# 【石家庄治霾决战45天：百余辆大货车限行被堵5公里】根据石家庄市“决战45天”超常措施治理雾霾的规定，井陉县路政部门对辖区主干道上的大货车实施限行，限行时间为早上6点至晚上11点。11月26日下午，在位于石家庄井陉县通往矿区的一条主干道上，出现长达5公里的堵车“长龙”，百余辆准 ,2016-11-27 16:52,3,1,4
Misu米苏小公主,北京雾霾实在严重 海南还算是逃霾好去处 ,2016-11-27 16:43,6,1,15
合肥市房产专业经纪人,新加坡旁森林城市，海外资产配置优选，永久产权，总价不用100万，享优越教育，医疗，宜居环境。气候宜人，无雾霾，常年恒温26摄氏度左右，全城地面公园，车驶地下一层，地下二层停车场，领先世界城市设计，建筑外墙长满植物！已签约美国嘉德圣玛丽学校，周边十几所世界名牌大学，国际会所，交通中心， ,2016-11-27 16:42,,,1
石小杰微博,雾霾再袭京津冀 最严禁令能否留住蓝天白云 @辛辣头条 （分享自 @新浪新闻） |雾霾再袭京... ,2016-11-27 16:42,1,3,18
汽车天下宝典,【环保部：此.次北京重度雾霾主要污染源是机动车尾气排放】11月2日起，北京出现了大范围长时间重污染过程。据环保部对北京市及周边地区的分析表明，硝酸盐仍是本次过程中PM2.5的最主要组分，表明机动车尾气排放仍是北京主要污染来源之一。 ,2016-11-27 16:31,2,2,
平安武清,#天气预报#下周雾霾反复;周三大风再次"救场";气温拉低.气象台16点发布:武清今夜到明天以晴为主;北风3-4级转微风;零下4度到9度.交管局指挥中心提示:截止16:00;途经我市的各条高速均正常开启 ,2016-11-27 16:27,2,,1
Lin陌沫,这样好的天气适合出门适合晒被子适合解压适合自拍……这样的好天气,2016-11-27 16:23,1,,8
广发银行,#品质生活#生活需要发现，才能感受到没，小鲜肉级的帅气摄影师林若诚的北京街拍唯美城市旅行摄影作品，将我印象中的“雾霾京”拍的如此治愈系，如此小清新，真的是很值得欣赏的街拍摄影作品。墙裂推荐！！！（图片来自aladd） ,2016-11-27 16:23,16,10,6
中国吉林网,#气象长春#【降雪+雾霾+路滑 吉林人即将迎来三重打击 天气路况请看好！】受强冷空气影响，22日-24日吉林省连续三天低温天气。这几天把宝宝们冻坏了，30日会有一场降雪天气过程，降雪过程中气温较比前期较高，雪后会有一次小幅度降温，但不会如22—24日低温期寒冷。@长春气象 @_长春坐地户_ @长春小土豆 ,2016-11-27 16:21,1,1,
智水仁山C,贾平凹：大米不好就出国买，奶粉不好就海外带，雾霾来了就戴口罩，汽油涨价就连夜排队加，自来水不安全就买瓶装水喝，癌症高发就拼命养生，教育不好就送孩子出国留学，总之将聪明才智全部用在苟且营生上，然后轻蔑的对为了他们的权利奔走呼号的人说：这是个和谐盛世的国家，你们不要太激进！ ,2016-11-27 16:05,79,10,8
ccDaily,我们仨病好了，阿姨请病假了。十一月的小怪兽好多，本月关键词：生病，雾霾，缺觉，瘦了…… ,2016-11-27 16:02,,26,22
杭州市气象局,【下周的阳光让你晒个够！】下周天气关键词：晴多少雨、气温平稳、雾霾、日落晴多雨少：下周晴多雨少，29日转阴，其它时间晴或多云！气温平稳：28日-12月4日最高13-15℃，最低4-7℃！雾霾：下周气象条件总体不利于污染物扩散，没有冷空气，没有降雨，风力较小，希望不要有严重雾霾！日落：冬天在 ,2016-11-27 15:52,2,9,4
唐山城市攻略,#唐山身边事#【唐山用无人机监控污染源 让环境违法行为“无处藏身”】#聚焦唐山# 为进一步加大对违法排污行为的打击力度，河北省唐山市运用无人机巡查航拍监控污染源，让环境违法企业现原型。　　京津冀地区雾霾频发，环保督查发现，部分企业应急减排措施落实不到位。土小企业污染问题十分突出。同时 ,2016-11-27 15:52,19,43,25
太阳照常升起来,哈尔滨寒冷加雾霾，不知道有多少老人家向这样趴在窗台上隔着冰冷的玻璃盼望着春天，那时他们就可以走出户外，享受阳光的温暖了。 |哈尔滨·秋... ,2016-11-27 15:49,,3,3
